startDate,endDate,year,province,pruid,aTotal,aH1N1pdm09,aH3N2,aUns,bTotal
"November 26","December 02",2017,NB,13,11,0,3,8,0
"November 26","December 02",2017,NS,12,2,0,0,2,0
"November 26","December 02",2017,PE,11,1,0,1,0,0
"November 26","December 02",2017,NL,10,0,0,0,0,0
"November 26","December 02",2017,YT,60,0,0,0,0,2
"November 26","December 02",2017,NT,61,0,0,0,0,0
"November 26","December 02",2017,NU,62,5,0,5,0,0
"November 26","December 02",2017,Canada,1,636,34,358,244,178
"November 19","November 25",2017,BC,59,19,6,10,3,11
"November 19","November 25",2017,AB,48,268,2,187,79,73
"November 19","November 25",2017,SK,47,18,1,8,9,1
"November 19","November 25",2017,MB,46,9,1,7,1,0
"November 19","November 25",2017,ON,35,18,2,15,1,7
"November 19","November 25",2017,QC,24,49,0,0,49,14
"November 19","November 25",2017,NB,13,8,0,2,6,0
"November 19","November 25",2017,NS,12,0,0,0,0,0
"November 19","November 25",2017,PE,11,1,0,1,0,0
"November 19","November 25",2017,NL,10,1,0,0,1,0
"November 19","November 25",2017,YT,60,0,0,0,0,2
"November 19","November 25",2017,NT,61,0,0,0,0,0
"November 19","November 25",2017,NU,62,2,0,2,0,0
"November 19","November 25",2017,Canada,1,393,12,232,149,108
"November 12","November 18",2017,BC,59,14,5,7,2,8
"November 12","November 18",2017,AB,48,167,4,122,41,46
"November 12","November 18",2017,SK,47,9,0,5,4,3
"November 12","November 18",2017,MB,46,15,0,11,4,0
"November 12","November 18",2017,ON,35,36,4,18,14,7
"November 12","November 18",2017,QC,24,33,0,0,33,9
"November 12","November 18",2017,NB,13,6,0,3,3,1
"November 12","November 18",2017,NS,12,0,0,0,0,0
"November 12","November 18",2017,PE,11,1,0,1,0,0
"November 12","November 18",2017,NL,10,0,0,0,0,0
"November 12","November 18",2017,YT,60,1,0,1,0,0
"November 12","November 18",2017,NT,61,0,0,0,0,0
"November 12","November 18",2017,NU,62,0,0,0,0,0
"November 12","November 18",2017,Canada,1,282,13,168,101,74
"November 05","November 11",2017,BC,59,14,0,10,4,5
"November 05","November 11",2017,AB,48,148,2,108,38,30
"November 05","November 11",2017,SK,47,2,0,0,2,1
"November 05","November 11",2017,MB,46,2,0,2,0,0
"November 05","November 11",2017,ON,35,24,5,15,4,3
"November 05","November 11",2017,QC,24,13,0,0,13,5
"November 05","November 11",2017,NB,13,7,0,5,2,0
"November 05","November 11",2017,NS,12,0,0,0,0,1
"November 05","November 11",2017,PE,11,1,0,1,0,0
"November 05","November 11",2017,NL,10,1,0,0,1,0
"November 05","November 11",2017,YT,60,1,0,0,1,0
"November 05","November 11",2017,NT,61,0,0,0,0,0
"November 05","November 11",2017,NU,62,0,0,0,0,0
"November 05","November 11",2017,Canada,1,213,7,141,65,45
"October 29","November 04",2017,BC,59,9,1,8,0,4
"October 29","November 04",2017,AB,48,84,1,64,19,17
"October 29","November 04",2017,SK,47,2,0,1,1,0
"October 29","November 04",2017,MB,46,1,0,0,1,0
"October 29","November 04",2017,ON,35,13,0,11,2,1
"October 29","November 04",2017,QC,24,15,0,0,15,6
"October 29","November 04",2017,NB,13,33,0,21,12,0
"October 29","November 04",2017,NS,12,2,0,0,2,0
"October 29","November 04",2017,PE,11,1,0,1,0,0
"October 29","November 04",2017,NL,10,0,0,0,0,1
"October 29","November 04",2017,YT,60,0,0,0,0,0
"October 29","November 04",2017,NT,61,0,0,0,0,0
"October 29","November 04",2017,NU,62,1,0,1,0,0
"October 29","November 04",2017,Canada,1,161,2,107,52,29
"October 22","October 28",2017,BC,59,20,3,12,5,1
"October 22","October 28",2017,AB,48,92,0,75,17,10
"October 22","October 28",2017,SK,47,0,0,0,0,0
"October 22","October 28",2017,MB,46,3,0,2,1,0
"October 22","October 28",2017,ON,35,9,0,7,2,3
"October 22","October 28",2017,QC,24,12,0,0,12,1
"October 22","October 28",2017,NB,13,14,0,4,10,0
"October 22","October 28",2017,NS,12,0,0,0,0,0
"October 22","October 28",2017,PE,11,3,0,3,0,0
"October 22","October 28",2017,NL,10,0,0,0,0,0
"October 22","October 28",2017,YT,60,0,0,0,0,1
"October 22","October 28",2017,NT,61,0,0,0,0,0
"October 22","October 28",2017,NU,62,0,0,0,0,0
"October 22","October 28",2017,Canada,1,153,3,103,47,16
"October 15","October 21",2017,BC,59,19,1,12,6,4
"October 15","October 21",2017,AB,48,54,0,46,8,6
"October 15","October 21",2017,SK,47,0,0,0,0,0
"October 15","October 21",2017,MB,46,0,0,0,0,0
"October 15","October 21",2017,ON,35,3,0,1,2,0
"October 15","October 21",2017,QC,24,4,0,0,4,3
"October 15","October 21",2017,NB,13,13,0,5,8,0
"October 15","October 21",2017,NS,12,0,0,0,0,0
"October 15","October 21",2017,PE,11,2,0,2,0,0
"October 15","October 21",2017,NL,10,0,0,0,0,0
"October 15","October 21",2017,YT,60,0,0,0,0,1
"October 15","October 21",2017,NT,61,0,0,0,0,0
"October 15","October 21",2017,NU,62,2,0,0,2,0
"October 15","October 21",2017,Canada,1,97,1,66,30,14
"October 08","October 14",2017,BC,59,16,0,13,3,2
"October 08","October 14",2017,AB,48,33,0,24,9,1
"October 08","October 14",2017,SK,47,1,0,0,1,0
"October 08","October 14",2017,MB,46,1,0,0,1,0
"October 08","October 14",2017,ON,35,9,0,7,2,3
"October 08","October 14",2017,QC,24,15,0,0,15,3
"October 08","October 14",2017,NB,13,2,0,0,2,0
"October 08","October 14",2017,NS,12,2,0,1,1,0
"October 08","October 14",2017,PE,11,0,0,0,0,0
"October 08","October 14",2017,NL,10,0,0,0,0,0
"October 08","October 14",2017,YT,60,1,0,1,0,1
"October 08","October 14",2017,NT,61,0,0,0,0,0
"October 08","October 14",2017,NU,62,0,0,0,0,0
"October 08","October 14",2017,Canada,1,80,0,46,34,10
"September 24","October 07",2017,BC,59,50,2,39,9,4
"September 24","October 07",2017,AB,48,35,0,30,5,2
"September 24","October 07",2017,SK,47,4,0,4,0,0
"September 24","October 07",2017,MB,46,0,0,0,0,0
"September 24","October 07",2017,ON,35,23,0,9,14,1
"September 24","October 07",2017,QC,24,18,0,0,18,3
"September 24","October 07",2017,NB,13,0,0,0,0,2
"September 24","October 07",2017,NS,12,0,0,0,0,0
"September 24","October 07",2017,PE,11,0,0,0,0,0
"September 24","October 07",2017,NL,10,4,0,3,1,0
"September 24","October 07",2017,YT,60,1,0,1,0,0
"September 24","October 07",2017,NT,61,0,0,0,0,0
"September 24","October 07",2017,NU,62,0,0,0,0,0
"September 24","October 07",2017,Canada,1,135,2,86,47,12
"September 10","September 23",2017,BC,59,26,1,20,5,3
"September 10","September 23",2017,AB,48,20,2,11,7,5
"September 10","September 23",2017,SK,47,0,0,0,0,0
"September 10","September 23",2017,MB,46,0,0,0,0,0
"September 10","September 23",2017,ON,35,27,13,10,4,1
"September 10","September 23",2017,QC,24,8,0,0,8,0
"September 10","September 23",2017,NB,13,0,0,0,0,0
"September 10","September 23",2017,NS,12,0,0,0,0,0
"September 10","September 23",2017,PE,11,0,0,0,0,0
"September 10","September 23",2017,NL,10,0,0,0,0,0
"September 10","September 23",2017,YT,60,0,0,0,0,0
"September 10","September 23",2017,NT,61,0,0,0,0,0
"September 10","September 23",2017,NU,62,0,0,0,0,0
"September 10","September 23",2017,Canada,1,81,16,41,24,9
"September 03","September 09",2017,BC,59,24,1,20,3,1
"September 03","September 09",2017,AB,48,24,6,18,0,4
"September 03","September 09",2017,SK,47,0,0,0,0,0
"September 03","September 09",2017,MB,46,0,0,0,0,0
"September 03","September 09",2017,ON,35,12,0,8,4,1
"September 03","September 09",2017,QC,24,1,0,0,1,0
"September 03","September 09",2017,NB,13,1,0,0,1,0
"September 03","September 09",2017,NS,12,0,0,0,0,0
"September 03","September 09",2017,PE,11,0,0,0,0,0
"September 03","September 09",2017,NL,10,0,0,0,0,0
"September 03","September 09",2017,YT,60,3,0,2,1,0
"September 03","September 09",2017,NT,61,0,0,0,0,0
"September 03","September 09",2017,NU,62,0,0,0,0,1
"September 03","September 09",2017,Canada,1,65,7,48,10,7
"August 20","August 26",2017,BC,59,3,0,0,3,1
"August 20","August 26",2017,AB,48,6,0,5,1,0
"August 20","August 26",2017,SK,47,0,0,0,0,0
"August 20","August 26",2017,MB,46,0,0,0,0,0
"August 20","August 26",2017,ON,35,4,0,1,3,0
"August 20","August 26",2017,QC,24,1,0,0,1,0
"August 20","August 26",2017,NB,13,0,0,0,0,0
"August 20","August 26",2017,NS,12,0,0,0,0,0
"August 20","August 26",2017,PE,11,0,0,0,0,0
"August 20","August 26",2017,NL,10,0,0,0,0,0
"August 20","August 26",2017,YT,60,1,0,0,1,0
"August 20","August 26",2017,NT,61,0,0,0,0,0
"August 20","August 26",2017,NU,62,0,0,0,0,0
"August 20","August 26",2017,Canada,1,15,0,6,9,1
"July 23","August 19",2017,BC,59,18,1,13,4,4
"July 23","August 19",2017,AB,48,27,1,19,7,0
"July 23","August 19",2017,SK,47,3,0,2,1,0
"July 23","August 19",2017,MB,46,1,0,1,0,1
"July 23","August 19",2017,ON,35,19,4,11,4,3
"July 23","August 19",2017,QC,24,11,0,0,11,4
"July 23","August 19",2017,NB,13,2,0,0,2,0
"July 23","August 19",2017,NS,12,0,0,0,0,0
"July 23","August 19",2017,PE,11,0,0,0,0,0
"July 23","August 19",2017,NL,10,1,0,0,1,0
"July 23","August 19",2017,YT,60,2,0,1,1,1
"July 23","August 19",2017,NT,61,0,0,0,0,0
"July 23","August 19",2017,NU,62,0,0,0,0,3
"July 23","August 19",2017,Canada,1,84,6,47,31,16
"June 18","July 22",2017,BC,59,20,4,15,1,9
"June 18","July 22",2017,AB,48,24,3,17,4,25
"June 18","July 22",2017,SK,47,4,1,2,1,8
"June 18","July 22",2017,MB,46,0,0,0,0,3
"June 18","July 22",2017,ON,35,20,1,14,5,12
"June 18","July 22",2017,QC,24,20,0,0,20,9
"June 18","July 22",2017,NB,13,2,0,0,2,6
"June 18","July 22",2017,NS,12,0,0,0,0,1
"June 18","July 22",2017,PE,11,0,0,0,0,0
"June 18","July 22",2017,NL,10,0,0,0,0,3
"June 18","July 22",2017,YT,60,5,0,3,2,1
"June 18","July 22",2017,NT,61,0,0,0,0,0
"June 18","July 22",2017,NU,62,0,0,0,0,8
"June 18","July 22",2017,Canada,1,95,9,51,35,85
"May 21","June 17",2017,BC,59,16,1,13,2,46
"May 21","June 17",2017,AB,48,17,5,11,1,139
"May 21","June 17",2017,SK,47,8,0,3,5,40
"May 21","June 17",2017,MB,46,0,0,0,0,16
"May 21","June 17",2017,ON,35,41,5,23,13,166
"May 21","June 17",2017,QC,24,20,0,0,20,108
"May 21","June 17",2017,NB,13,4,0,1,3,24
"May 21","June 17",2017,NS,12,1,0,0,1,3
"May 21","June 17",2017,PE,11,0,0,0,0,1
"May 21","June 17",2017,NL,10,1,0,0,1,31
"May 21","June 17",2017,YT,60,1,0,0,1,3
"May 21","June 17",2017,NT,61,0,0,0,0,3
"May 21","June 17",2017,NU,62,0,0,0,0,13
"May 21","June 17",2017,Canada,1,109,11,51,47,593
"May 14","May 20",2017,BC,59,5,0,5,0,10
"May 14","May 20",2017,AB,48,0,0,0,0,50
"May 14","May 20",2017,SK,47,9,0,9,0,7
"May 14","May 20",2017,MB,46,0,0,0,0,5
"May 14","May 20",2017,ON,35,11,2,6,3,51
"May 14","May 20",2017,QC,24,9,0,0,9,66
"May 14","May 20",2017,NB,13,1,0,0,1,6
"May 14","May 20",2017,NS,12,0,0,0,0,1
"May 14","May 20",2017,PE,11,0,0,0,0,1
"May 14","May 20",2017,NL,10,0,0,0,0,9
"May 14","May 20",2017,YT,60,0,0,0,0,2
"May 14","May 20",2017,NT,61,0,0,0,0,1
"May 14","May 20",2017,NU,62,0,0,0,0,1
"May 14","May 20",2017,Canada,1,35,2,20,13,210
"May 07","May 13",2017,BC,59,1,0,0,1,10
"May 07","May 13",2017,AB,48,5,0,3,2,37
"May 07","May 13",2017,SK,47,3,0,1,2,18
"May 07","May 13",2017,MB,46,1,0,1,0,7
"May 07","May 13",2017,ON,35,15,0,15,0,67
"May 07","May 13",2017,QC,24,23,0,0,23,74
"May 07","May 13",2017,NB,13,9,0,4,5,16
"May 07","May 13",2017,NS,12,2,0,0,2,1
"May 07","May 13",2017,PE,11,0,0,0,0,0
"May 07","May 13",2017,NL,10,2,0,0,2,3
"May 07","May 13",2017,YT,60,0,0,0,0,3
"May 07","May 13",2017,NT,61,0,0,0,0,3
"May 07","May 13",2017,NU,62,0,0,0,0,1
"May 07","May 13",2017,Canada,1,61,0,24,37,240
"April 30","May 06",2017,BC,59,5,1,3,1,17
"April 30","May 06",2017,AB,48,5,0,1,4,53
"April 30","May 06",2017,SK,47,1,0,1,0,23
"April 30","May 06",2017,MB,46,7,0,3,4,8
"April 30","May 06",2017,ON,35,40,2,33,5,79
"April 30","May 06",2017,QC,24,43,0,0,43,64
"April 30","May 06",2017,NB,13,4,0,0,4,12
"April 30","May 06",2017,NS,12,2,0,0,2,4
"April 30","May 06",2017,PE,11,0,0,0,0,0
"April 30","May 06",2017,NL,10,3,0,0,3,5
"April 30","May 06",2017,YT,60,0,0,0,0,2
"April 30","May 06",2017,NT,61,0,0,0,0,1
"April 30","May 06",2017,NU,62,0,0,0,0,0
"April 30","May 06",2017,Canada,1,110,3,41,66,268
"April 23","April 29",2017,BC,59,3,0,0,3,24
"April 23","April 29",2017,AB,48,0,0,0,0,60
"April 23","April 29",2017,SK,47,0,0,0,0,0
"April 23","April 29",2017,MB,46,6,0,1,5,10
"April 23","April 29",2017,ON,35,33,2,26,5,88
"April 23","April 29",2017,QC,24,88,0,0,88,65
"April 23","April 29",2017,NB,13,9,0,0,9,19
"April 23","April 29",2017,NS,12,3,0,0,3,0
"April 23","April 29",2017,PE,11,1,0,1,0,2
"April 23","April 29",2017,NL,10,1,0,0,1,6
"April 23","April 29",2017,YT,60,0,0,0,0,4
"April 23","April 29",2017,NT,61,0,0,0,0,3
"April 23","April 29",2017,NU,62,0,0,0,0,1
"April 23","April 29",2017,Canada,1,144,2,28,114,282
"April 16","April 22",2017,BC,59,13,1,9,3,41
"April 16","April 22",2017,AB,48,23,0,7,16,59
"April 16","April 22",2017,SK,47,0,0,0,0,19
"April 16","April 22",2017,MB,46,21,0,14,7,15
"April 16","April 22",2017,ON,35,104,5,77,22,111
"April 16","April 22",2017,QC,24,163,0,0,163,76
"April 16","April 22",2017,NB,13,26,0,0,26,15
"April 16","April 22",2017,NS,12,14,0,0,14,5
"April 16","April 22",2017,PE,11,3,0,3,0,0
"April 16","April 22",2017,NL,10,32,0,0,32,2
"April 16","April 22",2017,YT,60,1,0,1,0,0
"April 16","April 22",2017,NT,61,1,0,1,0,0
"April 16","April 22",2017,NU,62,0,0,0,0,1
"April 16","April 22",2017,Canada,1,401,6,112,283,344
"April 09","April 15",2017,BC,59,2,0,0,2,22
"April 09","April 15",2017,AB,48,15,0,5,10,66
"April 09","April 15",2017,SK,47,8,0,5,3,16
"April 09","April 15",2017,MB,46,6,0,4,2,7
"April 09","April 15",2017,ON,35,51,5,38,8,81
"April 09","April 15",2017,QC,24,123,0,0,123,83
"April 09","April 15",2017,NB,13,55,0,10,45,26
"April 09","April 15",2017,NS,12,17,0,0,17,3
"April 09","April 15",2017,PE,11,0,0,0,0,1
"April 09","April 15",2017,NL,10,15,0,0,15,2
"April 09","April 15",2017,YT,60,0,0,0,0,0
"April 09","April 15",2017,NT,61,0,0,0,0,1
"April 09","April 15",2017,NU,62,0,0,0,0,1
"April 09","April 15",2017,Canada,1,292,5,62,225,309
"April 02","April 08",2017,BC,59,13,1,9,3,41
"April 02","April 08",2017,AB,48,23,0,7,16,59
"April 02","April 08",2017,SK,47,9,0,7,2,9
"April 02","April 08",2017,MB,46,21,0,14,7,15
"April 02","April 08",2017,ON,35,104,5,77,22,111
"April 02","April 08",2017,QC,24,163,0,0,163,76
"April 02","April 08",2017,NB,13,26,0,0,26,15
"April 02","April 08",2017,NS,12,14,0,0,14,5
"April 02","April 08",2017,PE,11,3,0,3,0,0
"April 02","April 08",2017,NL,10,32,0,0,32,2
"April 02","April 08",2017,YT,60,1,0,1,0,0
"April 02","April 08",2017,NT,61,1,0,1,0,0
"April 02","April 08",2017,NU,62,0,0,0,0,1
"April 02","April 08",2017,Canada,1,410,6,119,285,334
"March 26","April 01",2017,BC,59,53,3,44,6,44
"March 26","April 01",2017,AB,48,29,0,19,10,58
"March 26","April 01",2017,SK,47,12,0,7,5,20
"March 26","April 01",2017,MB,46,17,0,12,5,13
"March 26","April 01",2017,ON,35,119,2,99,18,96
"March 26","April 01",2017,QC,24,219,0,3,216,51
"March 26","April 01",2017,NB,13,71,0,12,59,6
"March 26","April 01",2017,NS,12,34,0,0,34,0
"March 26","April 01",2017,PE,11,3,0,3,0,0
"March 26","April 01",2017,NL,10,25,0,0,25,1
"March 26","April 01",2017,YT,60,1,0,1,0,1
"March 26","April 01",2017,NT,61,0,0,0,0,4
"March 26","April 01",2017,NU,62,9,0,9,0,0
"March 26","April 01",2017,Canada,1,592,5,209,378,294
"March 19","March 25",2017,BC,59,19,0,1,18,44
"March 19","March 25",2017,AB,48,45,0,28,17,40
"March 19","March 25",2017,SK,47,25,0,15,10,10
"March 19","March 25",2017,MB,46,24,0,8,16,13
"March 19","March 25",2017,ON,35,182,0,153,29,86
"March 19","March 25",2017,QC,24,291,0,9,282,59
"March 19","March 25",2017,NB,13,94,0,12,82,9
"March 19","March 25",2017,NS,12,20,0,0,20,4
"March 19","March 25",2017,PE,11,3,0,3,0,0
"March 19","March 25",2017,NL,10,46,0,0,46,1
"March 19","March 25",2017,YT,60,1,0,0,1,4
"March 19","March 25",2017,NT,61,0,0,0,0,2
"March 19","March 25",2017,NU,62,8,0,8,0,0
"March 19","March 25",2017,Canada,1,758,0,237,521,272
"March 12","March 18",2017,BC,59,46,1,28,17,78
"March 12","March 18",2017,AB,48,36,1,24,11,28
"March 12","March 18",2017,SK,47,47,1,39,7,9
"March 12","March 18",2017,MB,46,42,0,13,29,3
"March 12","March 18",2017,ON,35,231,6,192,33,63
"March 12","March 18",2017,QC,24,411,0,11,400,35
"March 12","March 18",2017,NB,13,90,0,0,90,4
"March 12","March 18",2017,NS,12,29,0,0,29,3
"March 12","March 18",2017,PE,11,12,0,12,0,0
"March 12","March 18",2017,NL,10,29,0,0,29,0
"March 12","March 18",2017,YT,60,0,0,0,0,0
"March 12","March 18",2017,NT,61,0,0,0,0,1
"March 12","March 18",2017,NU,62,0,0,0,0,0
"March 12","March 18",2017,Canada,1,973,9,319,645,224
"March 05","March 11",2017,BC,59,397,10,374,13,70
"March 05","March 11",2017,AB,48,50,1,32,17,19
"March 05","March 11",2017,SK,47,19,1,13,5,2
"March 05","March 11",2017,MB,46,25,0,6,19,9
"March 05","March 11",2017,ON,35,281,2,239,40,44
"March 05","March 11",2017,QC,24,577,0,28,549,47
"March 05","March 11",2017,NB,13,88,0,0,88,0
"March 05","March 11",2017,NS,12,22,0,0,22,3
"March 05","March 11",2017,PE,11,5,0,5,0,0
"March 05","March 11",2017,NL,10,58,0,0,58,0
"March 05","March 11",2017,YT,60,2,0,2,0,2
"March 05","March 11",2017,NT,61,5,0,5,0,0
"March 05","March 11",2017,NU,62,1,0,1,0,0
"March 05","March 11",2017,Canada,1,1530,14,705,811,196
"February 26","March 04",2017,BC,59,477,7,422,48,48
"February 26","March 04",2017,AB,48,69,0,38,31,22
"February 26","March 04",2017,SK,47,32,0,21,11,2
"February 26","March 04",2017,MB,46,56,0,6,50,6
"February 26","March 04",2017,ON,35,388,0,330,58,34
"February 26","March 04",2017,QC,24,697,0,27,670,43
"February 26","March 04",2017,NB,13,87,0,0,87,0
"February 26","March 04",2017,NS,12,24,0,0,24,2
"February 26","March 04",2017,PE,11,19,0,19,0,0
"February 26","March 04",2017,NL,10,49,0,0,49,0
"February 26","March 04",2017,YT,60,5,0,5,0,0
"February 26","March 04",2017,NT,61,8,0,2,6,0
"February 26","March 04",2017,NU,62,4,0,4,0,0
"February 26","March 04",2017,Canada,1,1915,7,874,1034,157
"February 19","February 25",2017,BC,59,341,5,275,61,47
"February 19","February 25",2017,AB,48,76,2,41,33,15
"February 19","February 25",2017,SK,47,46,0,32,14,0
"February 19","February 25",2017,MB,46,57,0,13,44,7
"February 19","February 25",2017,ON,35,483,7,375,101,25
"February 19","February 25",2017,QC,24,998,0,60,938,30
"February 19","February 25",2017,NB,13,127,0,16,111,0
"February 19","February 25",2017,NS,12,30,0,0,30,0
"February 19","February 25",2017,PE,11,13,0,13,0,0
"February 19","February 25",2017,NL,10,65,0,0,65,0
"February 19","February 25",2017,YT,60,6,0,5,1,0
"February 19","February 25",2017,NT,61,4,0,3,1,2
"February 19","February 25",2017,NU,62,5,0,2,3,0
"February 19","February 25",2017,Canada,1,2251,14,835,1402,126
"February 12","February 18",2017,BC,59,381,2,370,9,27
"February 12","February 18",2017,AB,48,123,2,110,11,11
"February 12","February 18",2017,SK,47,41,0,34,7,0
"February 12","February 18",2017,MB,46,0,0,0,0,0
"February 12","February 18",2017,ON,35,524,6,437,81,26
"February 12","February 18",2017,QC,24,1063,0,78,985,24
"February 12","February 18",2017,NB,13,105,0,17,88,1
"February 12","February 18",2017,NS,12,22,0,0,22,1
"February 12","February 18",2017,PE,11,26,0,26,0,0
"February 12","February 18",2017,NL,10,25,0,0,25,0
"February 12","February 18",2017,YT,60,0,0,0,0,0
"February 12","February 18",2017,NT,61,6,0,6,0,1
"February 12","February 18",2017,NU,62,3,0,3,0,0
"February 12","February 18",2017,Canada,1,2319,10,1081,1228,91
"February 05","February 11",2017,BC,59,446,3,356,87,34
"February 05","February 11",2017,AB,48,169,0,89,80,7
"February 05","February 11",2017,SK,47,74,0,53,21,3
"February 05","February 11",2017,MB,46,31,0,7,24,1
"February 05","February 11",2017,ON,35,562,2,486,74,20
"February 05","February 11",2017,QC,24,925,0,73,852,16
"February 05","February 11",2017,NB,13,101,1,10,90,0
"February 05","February 11",2017,NS,12,32,0,0,32,0
"February 05","February 11",2017,PE,11,21,0,21,0,0
"February 05","February 11",2017,NL,10,21,0,0,21,0
"February 05","February 11",2017,YT,60,3,0,3,0,0
"February 05","February 11",2017,NT,61,3,0,0,3,0
"February 05","February 11",2017,NU,62,3,0,2,1,0
"February 05","February 11",2017,Canada,1,2391,6,1100,1285,81
"January 29","February 04",2017,BC,59,596,4,560,32,30
"January 29","February 04",2017,AB,48,176,0,112,64,6
"January 29","February 04",2017,SK,47,0,0,0,0,0
"January 29","February 04",2017,MB,46,52,0,9,43,0
"January 29","February 04",2017,ON,35,663,3,524,136,9
"January 29","February 04",2017,QC,24,837,0,70,766,14
"January 29","February 04",2017,NB,13,86,0,14,72,0
"January 29","February 04",2017,NS,12,31,0,0,31,1
"January 29","February 04",2017,PE,11,17,1,16,0,0
"January 29","February 04",2017,NL,10,13,0,0,13,0
"January 29","February 04",2017,YT,60,5,0,5,0,1
"January 29","February 04",2017,NT,61,5,0,4,1,0
"January 29","February 04",2017,NU,62,5,0,5,0,0
"January 29","February 04",2017,Canada,1,2486,8,1319,1158,61
"January 22","January 28",2017,BC,59,529,0,183,346,17
"January 22","January 28",2017,AB,48,212,0,204,8,14
"January 22","January 28",2017,SK,47,77,0,50,27,1
"January 22","January 28",2017,MB,46,43,0,1,42,0
"January 22","January 28",2017,ON,35,853,2,700,151,6
"January 22","January 28",2017,QC,24,669,0,55,614,8
"January 22","January 28",2017,NB,13,65,0,10,55,0
"January 22","January 28",2017,NS,12,34,0,0,34,0
"January 22","January 28",2017,PE,11,20,0,20,0,1
"January 22","January 28",2017,NL,10,10,0,0,10,1
"January 22","January 28",2017,YT,60,2,0,0,2,0
"January 22","January 28",2017,NT,61,5,0,5,0,0
"January 22","January 28",2017,NU,62,19,0,19,0,0
"January 22","January 28",2017,Canada,1,2538,2,1247,1289,48
"January 15","January 21",2017,BC,59,417,0,55,362,20
"January 15","January 21",2017,AB,48,250,0,202,48,4
"January 15","January 21",2017,SK,47,74,0,58,16,0
"January 15","January 21",2017,MB,46,18,0,7,11,0
"January 15","January 21",2017,ON,35,1048,5,898,145,7
"January 15","January 21",2017,QC,24,706,0,49,657,15
"January 15","January 21",2017,NB,13,43,0,0,43,0
"January 15","January 21",2017,NS,12,12,0,0,12,0
"January 15","January 21",2017,PE,11,17,0,17,0,0
"January 15","January 21",2017,NL,10,8,0,4,4,0
"January 15","January 21",2017,YT,60,6,0,2,4,0
"January 15","January 21",2017,NT,61,8,0,7,1,0
"January 15","January 21",2017,NU,62,14,0,8,6,0
"January 15","January 21",2017,Canada,1,2621,5,1307,1309,46
"October 30","November 05",2016,BC,59,46,0,46,0,2
"October 30","November 05",2016,AB,48,63,0,62,1,3
"October 30","November 05",2016,SK,47,2,0,0,2,0
"October 30","November 05",2016,MB,46,1,0,1,0,0
"October 30","November 05",2016,ON,35,43,2,34,7,2
"October 30","November 05",2016,QC,24,18,0,3,15,2
"October 30","November 05",2016,NB,13,1,0,0,1,0
"October 30","November 05",2016,NS,12,1,0,0,1,0
"October 30","November 05",2016,PE,11,0,0,0,0,0
"October 30","November 05",2016,NL,10,0,0,0,0,0
"October 30","November 05",2016,YT,60,4,0,4,0,0
"October 30","November 05",2016,NT,61,0,0,0,0,0
"October 30","November 05",2016,NU,62,0,0,0,0,0
"October 30","November 05",2016,Canada,1,179,2,150,27,9
"October 30","November 05",2016,BC,59,46,0,46,0,2
"October 30","November 05",2016,AB,48,63,0,38,25,3
"October 30","November 05",2016,SK,47,0,0,0,0,0
"October 30","November 05",2016,MB,46,1,0,1,0,0
"October 30","November 05",2016,ON,35,38,2,16,20,2
"October 30","November 05",2016,QC,24,17,0,3,14,2
"October 30","November 05",2016,NB,13,1,0,0,1,0
"October 30","November 05",2016,NS,12,1,0,0,1,0
"October 30","November 05",2016,PE,11,0,0,0,0,0
"October 30","November 05",2016,NL,10,0,0,0,0,0
"October 30","November 05",2016,YT,60,5,0,4,1,0
"October 30","November 05",2016,NT,61,0,0,0,0,0
"October 30","November 05",2016,NU,62,0,0,0,0,0
"October 30","November 05",2016,Canada,1,172,2,108,62,9
"October 30","November 05",2016,BC,59,38,0,23,15,<5
"October 30","November 05",2016,AB,48,57,0,50,7,0
"October 30","November 05",2016,SK,47,0,0,0,0,0
"October 30","November 05",2016,MB,46,<5,0,0,<5,0
"October 30","November 05",2016,ON,35,20,<5,11,8,<5
"October 30","November 05",2016,QC,24,8,0,0,8,<5
"October 30","November 05",2016,NB,13,<5,0,<5,0,0
"October 30","November 05",2016,NS,12,<5,0,0,<5,0
"October 30","November 05",2016,PE,11,0,0,0,0,0
"October 30","November 05",2016,NL,10,0,0,0,0,<5
"October 30","November 05",2016,YT,60,13,0,12,<5,0
"October 30","November 05",2016,NT,61,0,0,0,0,0
"October 30","November 05",2016,NU,62,0,0,0,0,0
"October 30","November 05",2016,Canada,1,140,<5,>96,42,7
"October 23","October 29",2016,BC,59,>37,<5,25,12,<5
"October 23","October 29",2016,AB,48,>8,<5,8,0,<5
"October 23","October 29",2016,SK,47,0,0,0,0,0
"October 23","October 29",2016,MB,46,<5,0,<5,0,0
"October 23","October 29",2016,ON,35,>19,<5,12,7,<5
"October 23","October 29",2016,QC,24,5,0,0,5,<5
"October 23","October 29",2016,NB,13,0,0,0,0,0
"October 23","October 29",2016,NS,12,<5,0,<5,0,0
"October 23","October 29",2016,PE,11,0,0,0,0,0
"October 23","October 29",2016,NL,10,0,0,0,0,0
"October 23","October 29",2016,YT,60,5,0,<5,<5,0
"October 23","October 29",2016,NT,61,0,0,0,0,0
"October 23","October 29",2016,NU,62,0,0,0,0,0
"October 23","October 29",2016,Canada,1,>74,<5,>45,>24,5
"October 09","October 15",2016,BC,59,24,0,19,5,0
