startDate,endDate,year,province,pruid,aTotal,aH1N1pdm09,aH3N2,aUns,bTotal
"October 09","October 15",2016,AB,48,8,0,<5,<5,<5
"October 09","October 15",2016,SK,47,0,0,0,0,0
"October 09","October 15",2016,MB,46,0,0,0,0,0
"October 09","October 15",2016,ON,35,<5,0,<5,<5,0
"October 09","October 15",2016,QC,24,<5,0,0,<5,0
"October 09","October 15",2016,NB,13,0,0,0,0,0
"October 09","October 15",2016,NS,12,0,0,0,0,0
"October 09","October 15",2016,PE,11,0,0,0,0,0
"October 09","October 15",2016,NL,10,0,0,0,0,0
"October 09","October 15",2016,YT,60,<5,0,<5,0,0
"October 09","October 15",2016,NT,61,0,0,0,0,0
"October 09","October 15",2016,NU,62,0,0,0,0,0
"September 25","October 08",2016,BC,59,62,0,48,14,<5
"September 25","October 08",2016,AB,48,>19,0,19,<5,<5
"September 25","October 08",2016,SK,47,0,0,0,0,0
"September 25","October 08",2016,MB,46,0,0,0,0,0
"September 25","October 08",2016,ON,35,>20,<5,12,9,<5
"September 25","October 08",2016,QC,24,5,0,0,5,<5
"September 25","October 08",2016,NB,13,<5,0,<5,0,0
"September 25","October 08",2016,NS,12,0,0,0,0,0
"September 25","October 08",2016,PE,11,0,0,0,0,0
"September 25","October 08",2016,NL,10,0,0,0,0,0
"September 25","October 08",2016,YT,60,<5,0,<5,0,0
"September 25","October 08",2016,NT,61,0,0,0,0,0
"September 25","October 08",2016,NU,62,0,0,0,0,0
"September 11","September 24",2016,BC,59,>25,<5,18,7,<5
"September 11","September 24",2016,AB,48,>11,0,11,<5,<5
"September 11","September 24",2016,SK,47,0,0,0,0,0
"September 11","September 24",2016,MB,46,0,0,0,0,0
"September 11","September 24",2016,ON,35,15,0,10,5,<5
"September 11","September 24",2016,QC,24,8,0,0,8,<5
"September 11","September 24",2016,NB,13,0,0,0,0,0
"September 11","September 24",2016,NS,12,0,0,0,0,0
"September 11","September 24",2016,PE,11,0,0,0,0,0
"September 11","September 24",2016,NL,10,<5,0,<5,0,0
"September 11","September 24",2016,YT,60,<5,0,0,<5,0
"September 11","September 24",2016,NT,61,0,0,0,0,0
"September 11","September 24",2016,NU,62,0,0,0,0,0
"August 28","September 10",2016,BC,59,0,0,0,0,0
"August 28","September 10",2016,AB,48,<5,0,<5,<5,<5
"August 28","September 10",2016,SK,47,0,0,0,0,0
"August 28","September 10",2016,MB,46,0,0,0,0,0
"August 28","September 10",2016,ON,35,<5,0,0,<5,<5
"August 28","September 10",2016,QC,24,<5,0,0,<5,0
"August 28","September 10",2016,NB,13,0,0,0,0,0
"August 28","September 10",2016,NS,12,0,0,0,0,0
"August 28","September 10",2016,PE,11,0,0,0,0,0
"August 28","September 10",2016,NL,10,0,0,0,0,0
"August 28","September 10",2016,YT,60,0,0,0,0,0
"August 28","September 10",2016,NT,61,0,0,0,0,0
"August 28","September 10",2016,NU,62,0,0,0,0,0
"August 14","August 27",2016,BC,59,7,<5,<5,<5,0
"August 14","August 27",2016,AB,48,6,0,<5,<5,<5
"August 14","August 27",2016,SK,47,0,0,0,0,0
"August 14","August 27",2016,MB,46,0,0,0,0,0
"August 14","August 27",2016,ON,35,4,0,<5,<5,<5
"August 14","August 27",2016,QC,24,<5,0,0,<5,0
"August 14","August 27",2016,NB,13,<5,0,0,<5,0
"August 14","August 27",2016,NS,12,0,0,0,0,0
"August 14","August 27",2016,PE,11,0,0,0,0,0
"August 14","August 27",2016,NL,10,0,0,0,0,0
"August 14","August 27",2016,YT,60,0,0,0,0,0
"August 14","August 27",2016,NT,61,<5,0,<5,0,0
"August 14","August 27",2016,NU,62,0,0,0,0,0
"August 14","August 27",2016,Canada,1,21,2,10,9,2
"July 17","August 13",2016,BC,59,9,<5,<5,<5,<5
"July 17","August 13",2016,AB,48,9,<5,6,<5,0
"July 17","August 13",2016,SK,47,0,0,0,0,0
"July 17","August 13",2016,MB,46,0,0,0,0,0
"July 17","August 13",2016,ON,35,11,<5,7,<5,<5
"July 17","August 13",2016,QC,24,5,0,0,5,0
"July 17","August 13",2016,NB,13,0,0,0,0,0
"July 17","August 13",2016,NS,12,<5,0,0,<5,0
"July 17","August 13",2016,PE,11,0,0,0,0,0
"July 17","August 13",2016,NL,10,0,0,0,0,0
"July 17","August 13",2016,YT,60,0,0,0,0,0
"July 17","August 13",2016,NT,61,0,0,0,0,0
"July 17","August 13",2016,NU,62,0,0,0,0,0
"July 17","August 13",2016,Canada,1,35,5,16,14,5
"June 19","July 16",2016,BC,59,16,5,5,6,0
"June 19","July 16",2016,AB,48,<5,<5,<5,0,<5
"June 19","July 16",2016,SK,47,0,0,0,0,0
"June 19","July 16",2016,MB,46,0,0,0,0,<5
"June 19","July 16",2016,ON,35,9,<5,<5,<5,<5
"June 19","July 16",2016,QC,24,8,0,0,8,9
"June 19","July 16",2016,NB,13,<5,<5,0,<5,<5
"June 19","July 16",2016,NS,12,0,0,0,0,0
"June 19","July 16",2016,PE,11,0,0,0,0,0
"June 19","July 16",2016,NL,10,0,0,0,0,0
"June 19","July 16",2016,YT,60,0,0,0,0,0
"June 19","July 16",2016,NT,61,0,0,0,0,0
"June 19","July 16",2016,NU,62,0,0,0,0,<5
"June 19","July 16",2016,Canada,1,40,11,10,19,19
"May 22","June 18",2016,BC,59,9,<5,<5,5,5
"May 22","June 18",2016,AB,48,8,<5,6,<5,13
"May 22","June 18",2016,SK,47,0,0,0,0,0
"May 22","June 18",2016,MB,46,<5,<5,0,<5,20
"May 22","June 18",2016,ON,35,31,<5,19,suppressed,85
"May 22","June 18",2016,QC,24,22,<5,0,suppressed,156
"May 22","June 18",2016,NB,13,7,0,0,7,15
"May 22","June 18",2016,NS,12,0,0,0,0,0
"May 22","June 18",2016,PE,11,<5,<5,0,0,0
"May 22","June 18",2016,NL,10,0,0,0,0,0
"May 22","June 18",2016,YT,60,0,0,0,0,0
"May 22","June 18",2016,NT,61,<5,0,0,<5,0
"May 22","June 18",2016,NU,62,0,0,0,0,14
"May 22","June 18",2016,Canada,1,81,11,26,44,308
"May 01","May 21",2016,BC,59,19,9,suppressed,<5,22
"May 01","May 21",2016,AB,48,16,7,suppressed,<5,69
"May 01","May 21",2016,SK,47,6,0,0,6,29
"May 01","May 21",2016,MB,46,suppressed,<5,0,<5,60
"May 01","May 21",2016,ON,35,102,29,22,51,292
"May 01","May 21",2016,QC,24,98,<5,<5,95,714
"May 01","May 21",2016,NB,13,51,6,<5,suppressed,36
"May 01","May 21",2016,NS,12,<5,0,0,<5,<5
"May 01","May 21",2016,PE,11,0,0,0,0,<5
"May 01","May 21",2016,NL,10,14,0,0,14,<5
"May 01","May 21",2016,YT,60,0,0,0,0,0
"May 01","May 21",2016,NT,61,0,0,0,0,<5
"May 01","May 21",2016,NU,62,6,<5,0,<5,6
"May 01","May 21",2016,Canada,1,318,58,39,221,1237
"April 24","April 30",2016,BC,59,26,23,<5,<5,11
"April 24","April 30",2016,AB,48,14,<5,<5,6,52
"April 24","April 30",2016,SK,47,<5,<5,0,0,21
"April 24","April 30",2016,MB,46,8,<5,0,5,18
"April 24","April 30",2016,ON,35,64,23,<5,37,116
"April 24","April 30",2016,QC,24,92,6,<5,85,364
"April 24","April 30",2016,NB,13,46,8,0,38,31
"April 24","April 30",2016,NS,12,6,0,0,6,0
"April 24","April 30",2016,PE,11,0,0,0,0,0
"April 24","April 30",2016,NL,10,<5,0,0,<5,<5
"April 24","April 30",2016,YT,60,<5,<5,0,0,0
"April 24","April 30",2016,NT,61,<5,0,0,<5,<5
"April 24","April 30",2016,NU,62,<5,<5,0,0,0
"April 24","April 30",2016,Canada,1,263,72,10,181,618
"April 17","April 23",2016,BC,59,22,16,<5,<5,15
"April 17","April 23",2016,AB,48,16,7,<5,suppressed,68
"April 17","April 23",2016,SK,47,14,0,0,14,31
"April 17","April 23",2016,MB,46,11,<5,<5,suppressed,22
"April 17","April 23",2016,ON,35,113,34,8,70,185
"April 17","April 23",2016,QC,24,177,26,0,151,389
"April 17","April 23",2016,NB,13,43,0,0,43,8
"April 17","April 23",2016,NS,12,9,0,0,9,<5
"April 17","April 23",2016,PE,11,<5,<5,0,suppressed,<5
"April 17","April 23",2016,NL,10,5,0,0,5,<5
"April 17","April 23",2016,YT,60,<5,0,suppressed,<5,0
"April 17","April 23",2016,NT,61,0,0,0,0,<5
"April 17","April 23",2016,NU,62,<5,0,suppressed,<5,0
"April 17","April 23",2016,Canada,1,415,85,14,315,725
"April 10","April 16",2016,BC,59,79,67,<5,suppressed,20
"April 10","April 16",2016,AB,48,44,36,<5,suppressed,54
"April 10","April 16",2016,SK,47,16,0,0,16,22
"April 10","April 16",2016,MB,46,19,<5,0,suppressed,15
"April 10","April 16",2016,ON,35,149,40,<5,suppressed,225
"April 10","April 16",2016,QC,24,253,21,<5,suppressed,375
"April 10","April 16",2016,NB,13,126,11,<5,suppressed,20
"April 10","April 16",2016,NS,12,16,0,0,16,<5
"April 10","April 16",2016,PE,11,7,0,7,0,suppressed
"April 10","April 16",2016,NL,10,15,0,0,15,<5
"April 10","April 16",2016,YT,60,<5,<5,0,0,0
"April 10","April 16",2016,NT,61,0,0,0,0,<5
"April 10","April 16",2016,NU,62,0,0,0,0,0
"April 10","April 16",2016,Canada,1,728,183,16,529,740
"April 03","April 09",2016,BC,59,166,105,11,50,29
"April 03","April 09",2016,AB,48,72,42,<5,suppressed,87
"April 03","April 09",2016,SK,47,28,19,<5,suppressed,48
"April 03","April 09",2016,MB,46,14,5,<5,suppressed,22
"April 03","April 09",2016,ON,35,237,75,10,152,202
"April 03","April 09",2016,QC,24,404,39,0,365,376
"April 03","April 09",2016,NB,13,165,11,0,154,11
"April 03","April 09",2016,NS,12,33,0,0,33,<5
"April 03","April 09",2016,PE,11,6,<5,<5,suppressed,0
"April 03","April 09",2016,NL,10,0,0,0,0,0
"April 03","April 09",2016,YT,60,6,<5,suppressed,<5,0
"April 03","April 09",2016,NT,61,1,<5,0,suppressed,<5
"April 03","April 09",2016,NU,62,3,0,0,3,0
"April 03","April 09",2016,Canada,1,1135,302,28,805,779
"March 27","April 02",2016,BC,59,163,82,<5,suppressed,36
"March 27","April 02",2016,AB,48,134,105,<5,suppressed,139
"March 27","April 02",2016,SK,47,49,33,<5,suppressed,49
"March 27","April 02",2016,MB,46,76,11,0,65,26
"March 27","April 02",2016,ON,35,435,133,6,296,261
"March 27","April 02",2016,QC,24,574,50,0,524,427
"March 27","April 02",2016,NB,13,158,10,0,148,10
"March 27","April 02",2016,NS,12,41,0,0,41,<5
"March 27","April 02",2016,PE,11,0,0,0,0,0
"March 27","April 02",2016,NL,10,64,0,0,64,<5
"March 27","April 02",2016,YT,60,6,<5,0,<5,<5
"March 27","April 02",2016,NT,61,<5,<5,0,<5,0
"March 27","April 02",2016,NU,62,<5,0,0,<5,0
"March 27","April 02",2016,Canada,1,1706,428,14,1264,952
"March 20","March 26",2016,BC,59,141,70,<5,suppressed,51
"March 20","March 26",2016,AB,48,153,88,<5,suppressed,183
"March 20","March 26",2016,SK,47,56,30,<5,suppressed,33
"March 20","March 26",2016,MB,46,51,12,<5,suppressed,9
"March 20","March 26",2016,ON,35,601,215,17,369,282
"March 20","March 26",2016,QC,24,823,30,<5,suppressed,293
"March 20","March 26",2016,NB,13,153,16,0,137,7
"March 20","March 26",2016,NS,12,22,0,0,22,<5
"March 20","March 26",2016,PE,11,<5,<5,<5,0,0
"March 20","March 26",2016,NL,10,0,0,0,0,0
"March 20","March 26",2016,YT,60,6,<5,0,<5,<5
"March 20","March 26",2016,NT,61,6,<5,<5,0,<5
"March 20","March 26",2016,NU,62,6,0,0,6,0
"March 20","March 26",2016,Canada,1,2021,471,29,1521,861
"March 13","March 19",2016,BC,59,109,58,<5,suppressed,46
"March 13","March 19",2016,AB,48,212,152,<5,suppressed,152
"March 13","March 19",2016,SK,47,106,91,6,9,34
"March 13","March 19",2016,MB,46,108,19,0,89,27
"March 13","March 19",2016,ON,35,930,307,26,597,270
"March 13","March 19",2016,QC,24,1112,135,<5,suppressed,223
"March 13","March 19",2016,NB,13,129,11,<5,suppressed,6
"March 13","March 19",2016,NS,12,34,0,0,34,0
"March 13","March 19",2016,PE,11,<5,<5,0,suppressed,0
"March 13","March 19",2016,NL,10,67,8,0,59,<5
"March 13","March 19",2016,YT,60,7,<5,0,<5,0
"March 13","March 19",2016,NT,61,17,10,<5,suppressed,<5
"March 13","March 19",2016,NU,62,suppressed,0,suppressed,<5,0
"March 13","March 19",2016,Canada,1,2836,799,41,1996,760
"March 06","March 12",2016,BC,59,192,159,17,16,68
"March 06","March 12",2016,AB,48,294,254,6,45,152
"March 06","March 12",2016,SK,47,170,22,0,148,47
"March 06","March 12",2016,MB,46,211,10,<5,suppressed,21
"March 06","March 12",2016,ON,35,983,484,21,478,207
"March 06","March 12",2016,QC,24,1352,150,0,1202,191
"March 06","March 12",2016,NB,13,86,0,0,86,<5
"March 06","March 12",2016,NS,12,48,0,0,48,<5
"March 06","March 12",2016,PE,11,6,6,0,0,0
"March 06","March 12",2016,NL,10,69,<5,0,suppressed,<5
"March 06","March 12",2016,YT,60,14,suppressed,0,<5,0
"March 06","March 12",2016,NT,61,17,11,<5,suppressed,<5
"March 06","March 12",2016,NU,62,0,0,0,0,10
"March 06","March 12",2016,Canada,1,3442,1111,46,2285,704
"February 28","March 05",2016,BC,59,162,87,16,59,65
"February 28","March 05",2016,AB,48,325,225,<5,suppressed,145
"February 28","March 05",2016,SK,47,182,117,<5,suppressed,33
"February 28","March 05",2016,MB,46,196,15,<5,suppressed,8
"February 28","March 05",2016,ON,35,981,347,18,616,192
"February 28","March 05",2016,QC,24,1361,200,0,1161,112
"February 28","March 05",2016,NB,13,55,0,0,55,<5
"February 28","March 05",2016,NS,12,30,0,0,30,0
"February 28","March 05",2016,PE,11,<5,<5,0,0,0
"February 28","March 05",2016,NL,10,69,17,0,52,<5
"February 28","March 05",2016,YT,60,7,<5,0,suppressed,<5
"February 28","March 05",2016,NT,61,22,5,<5,suppressed,<5
"February 28","March 05",2016,NU,62,<5,0,0,<5,<5
"February 28","March 05",2016,Canada,1,3393,1016,46,2331,562
"February 21","February 27",2016,BC,59,124,74,9,41,77
"February 21","February 27",2016,AB,48,419,322,6,100,108
"February 21","February 27",2016,SK,47,163,121,2,40,18
"February 21","February 27",2016,MB,46,83,9,<5,suppressed,<5
"February 21","February 27",2016,ON,35,927,420,35,472,133
"February 21","February 27",2016,QC,24,1125,137,0,988,100
"February 21","February 27",2016,NB,13,54,6,<5,suppressed,<5
"February 21","February 27",2016,NS,12,16,0,0,16,<5
"February 21","February 27",2016,PE,11,<5,<5,0,0,0
"February 21","February 27",2016,NL,10,32,0,0,32,<5
"February 21","February 27",2016,YT,60,7,6,suppressed,<5,0
"February 21","February 27",2016,NT,61,16,12,suppressed,<5,0
"February 21","February 27",2016,NU,62,<5,suppressed,0,<5,0
"February 21","February 27",2016,Canada,1,2966,1107,52,1689,436
"February 14","February 20",2016,BC,59,144,70,17,57,121
"February 14","February 20",2016,AB,48,458,327,5,134,87
"February 14","February 20",2016,SK,47,91,91,<5,x,24
"February 14","February 20",2016,MB,46,34,8,5,21,<5
"February 14","February 20",2016,ON,35,434,184,12,238,91
"February 14","February 20",2016,QC,24,669,146,<5,x,31
"February 14","February 20",2016,NB,13,25,<5,0,21,<5
"February 14","February 20",2016,NS,12,12,0,0,12,<5
"February 14","February 20",2016,PE,11,7,7,0,0,0
"February 14","February 20",2016,NL,10,27,14,0,13,0
"February 14","February 20",2016,YT,60,5,<5,0,<5,<5
"February 14","February 20",2016,NT,61,6,<5,0,<5,<5
"February 14","February 20",2016,NU,62,0,0,0,0,0
"February 14","February 20",2016,Canada,1,2075,920,41,1114,378
"February 07","February 13",2016,BC,59,122,55,32,35,128
"February 07","February 13",2016,AB,48,454,372,4,87,81
"February 07","February 13",2016,SK,47,111,70,1,40,12
"February 07","February 13",2016,MB,46,35,9,6,20,0
"February 07","February 13",2016,ON,35,382,228,25,129,50
"February 07","February 13",2016,QC,24,407,35,1,371,25
"February 07","February 13",2016,NB,13,26,9,0,17,0
"February 07","February 13",2016,NS,12,5,0,0,5,0
"February 07","February 13",2016,PE,11,5,5,0,0,0
"February 07","February 13",2016,NL,10,9,8,0,1,0
"February 07","February 13",2016,YT,60,5,3,0,2,1
"February 07","February 13",2016,NT,61,4,4,0,0,0
"February 07","February 13",2016,NU,62,0,0,0,0,0
"February 07","February 13",2016,Canada,1,1565,798,69,707,297
"January 31","February 06",2016,BC,59,94,53,24,17,109
"January 31","February 06",2016,AB,48,388,286,2,105,47
"January 31","February 06",2016,SK,47,85,47,0,38,8
"January 31","February 06",2016,MB,46,21,8,5,8,2
"January 31","February 06",2016,ON,35,204,126,15,63,29
"January 31","February 06",2016,QC,24,193,14,1,178,17
"January 31","February 06",2016,NB,13,32,7,1,24,0
"January 31","February 06",2016,NS,12,10,0,0,10,0
"January 31","February 06",2016,PE,11,2,2,0,0,0
"January 31","February 06",2016,NL,10,4,3,0,1,0
"January 31","February 06",2016,YT,60,9,8,0,1,6
"January 31","February 06",2016,NT,61,11,5,0,6,0
"January 31","February 06",2016,NU,62,0,0,0,0,0
"January 31","February 06",2016,Canada,1,1053,559,48,451,218
"January 24","January 30",2016,BC,59,85,32,21,32,102
"January 24","January 30",2016,AB,48,280,220,1,64,50
"January 24","January 30",2016,SK,47,45,32,5,8,3
"January 24","January 30",2016,MB,46,4,0,1,3,2
"January 24","January 30",2016,ON,35,157,87,24,46,23
"January 24","January 30",2016,QC,24,99,9,0,90,23
"January 24","January 30",2016,NB,13,3,0,0,3,0
"January 24","January 30",2016,NS,12,2,0,0,2,0
"January 24","January 30",2016,PE,11,8,8,0,0,0
"January 24","January 30",2016,NL,10,0,0,0,0,0
"January 24","January 30",2016,YT,60,1,0,0,1,3
"January 24","January 30",2016,NT,61,4,4,0,0,1
"January 24","January 30",2016,NU,62,0,0,0,0,0
"January 24","January 30",2016,Canada,1,688,392,52,249,207
"January 17","January 23",2016,BC,59,95,39,34,22,98
"January 17","January 23",2016,AB,48,182,137,7,41,35
"January 17","January 23",2016,SK,47,17,13,1,3,5
"January 17","January 23",2016,MB,46,7,3,1,3,1
"January 17","January 23",2016,ON,35,79,51,11,17,13
"January 17","January 23",2016,QC,24,44,2,0,42,4
"January 17","January 23",2016,NB,13,5,0,0,5,0
"January 17","January 23",2016,NS,12,1,0,0,1,0
"January 17","January 23",2016,PE,11,4,4,0,0,0
"January 17","January 23",2016,NL,10,0,0,0,0,0
"January 17","January 23",2016,YT,60,0,0,0,0,3
"January 17","January 23",2016,NT,61,1,1,0,0,0
"January 17","January 23",2016,NU,62,0,0,0,0,0
"January 17","January 23",2016,Canada,1,435,250,54,134,159
"January 10","January 16",2016,BC,59,65,10,15,35,50
"January 10","January 16",2016,AB,48,119,97,11,16,17
"January 10","January 16",2016,SK,47,3,3,0,0,2
"January 10","January 16",2016,MB,46,2,1,1,0,1
"January 10","January 16",2016,ON,35,57,27,10,20,2
"January 10","January 16",2016,QC,24,27,0,0,27,5
"January 10","January 16",2016,NB,13,1,0,0,1,2
"January 10","January 16",2016,NS,12,1,0,0,1,0
"January 10","January 16",2016,PE,11,0,0,0,0,0
"January 10","January 16",2016,NL,10,1,0,0,1,0
"January 10","January 16",2016,YT,60,0,0,0,0,0
"January 10","January 16",2016,NT,61,0,0,0,0,0
"January 10","January 16",2016,NU,62,0,0,0,0,0
"January 10","January 16",2016,Canada,1,276,138,37,101,79
"January 03","January 09",2016,BC,59,45,11,11,19,42
"January 03","January 09",2016,AB,48,94,69,6,23,17
"January 03","January 09",2016,SK,47,1,1,0,0,0
"January 03","January 09",2016,MB,46,5,0,5,0,0
"January 03","January 09",2016,ON,35,64,29,13,19,5
"January 03","January 09",2016,QC,24,24,0,0,24,1
"January 03","January 09",2016,NB,13,1,1,0,0,0
"January 03","January 09",2016,NS,12,2,0,0,2,0
"January 03","January 09",2016,PE,11,2,2,0,0,0
"January 03","January 09",2016,NL,10,1,0,0,1,2
"January 03","January 09",2016,YT,60,0,0,0,0,0
"January 03","January 09",2016,NT,61,0,0,0,0,0
"January 03","January 09",2016,NU,62,0,0,0,0,0
"January 03","January 09",2016,Canada,1,239,113,35,88,67
"December 27","January 02",2016,BC,59,15,0,0,15,23
"December 27","January 02",2016,AB,48,51,27,0,25,10
"December 27","January 02",2016,SK,47,3,3,0,0,0
"December 27","January 02",2016,MB,46,1,0,1,0,0
"December 27","January 02",2016,ON,35,35,18,6,11,5
"December 27","January 02",2016,QC,24,31,0,0,31,3
"December 27","January 02",2016,NB,13,2,0,0,2,0
"December 27","January 02",2016,NS,12,1,0,0,1,0
"December 27","January 02",2016,PE,11,2,2,0,0,0
"December 27","January 02",2016,NL,10,1,1,0,0,0
"December 27","January 02",2016,YT,60,0,0,0,0,0
"December 27","January 02",2016,NT,61,0,0,0,0,0
"December 27","January 02",2016,NU,62,0,0,0,0,0
"December 27","January 02",2016,Canada,1,142,51,7,85,41
"December 06","December 12",2015,BC,59,11,0,6,5,2
"December 06","December 12",2015,AB,48,8,0,4,4,2
"December 06","December 12",2015,SK,47,0,0,0,0,1
"December 06","December 12",2015,MB,46,0,0,0,0,0
"December 06","December 12",2015,ON,35,19,8,6,5,1
"December 06","December 12",2015,QC,24,7,1,0,6,2
"December 06","December 12",2015,NB,13,0,0,0,0,0
"December 06","December 12",2015,NS,12,1,0,0,1,0
"December 06","December 12",2015,PE,11,1,1,0,0,0
"December 06","December 12",2015,NL,10,0,0,0,0,0
"December 06","December 12",2015,YT,60,0,0,0,0,0
"December 06","December 12",2015,NT,61,2,0,2,0,0
"December 06","December 12",2015,NU,62,0,0,0,0,0
"December 06","December 12",2015,Canada,1,49,10,18,21,8
"December 06","December 12",2015,BC,59,11,0,6,5,2
"December 06","December 12",2015,AB,48,8,0,4,4,2
"December 06","December 12",2015,SK,47,0,0,0,0,1
"December 06","December 12",2015,MB,46,0,0,0,0,0
"December 06","December 12",2015,ON,35,19,8,6,5,1
"December 06","December 12",2015,QC,24,7,1,0,6,2
"December 06","December 12",2015,NB,13,0,0,0,0,0
"December 06","December 12",2015,NS,12,1,0,0,1,0
"December 06","December 12",2015,PE,11,1,1,0,0,0
"December 06","December 12",2015,NL,10,0,0,0,0,0
"December 06","December 12",2015,YT,60,0,0,0,0,0
"December 06","December 12",2015,NT,61,2,0,2,0,0
"December 06","December 12",2015,NU,62,0,0,0,0,0
"December 06","December 12",2015,Canada,1,49,10,18,21,8
"November 29","December 05",2015,BC,59,4,0,0,4,1
"November 29","December 05",2015,AB,48,6,2,2,2,0
"November 29","December 05",2015,SK,47,1,0,1,0,0
"November 29","December 05",2015,MB,46,0,0,0,0,0
"November 29","December 05",2015,ON,35,7,3,2,2,1
"November 29","December 05",2015,QC,24,5,0,0,5,1
"November 29","December 05",2015,NB,13,0,0,0,0,0
"November 29","December 05",2015,NS,12,0,0,0,0,0
"November 29","December 05",2015,PE,11,0,0,0,0,0
"November 29","December 05",2015,NL,10,0,0,0,0,0
"November 29","December 05",2015,YT,60,0,0,0,0,0
"November 29","December 05",2015,NT,61,1,0,1,0,0
"November 29","December 05",2015,NU,62,0,0,0,0,0
"November 29","December 05",2015,Canada,1,24,5,6,13,3
"November 22","November 28",2015,BC,59,15,0,14,1,1
"November 22","November 28",2015,AB,48,3,0,2,1,3
"November 22","November 28",2015,SK,47,0,0,0,0,0
"November 22","November 28",2015,MB,46,0,0,0,0,0
"November 22","November 28",2015,ON,35,6,2,3,1,2
"November 22","November 28",2015,QC,24,12,1,0,11,1
"November 22","November 28",2015,NB,13,0,0,0,0,0
"November 22","November 28",2015,NS,12,0,0,0,0,0
"November 22","November 28",2015,PE,11,1,1,0,0,0
"November 22","November 28",2015,NL,10,0,0,0,0,0
"November 22","November 28",2015,YT,60,0,0,0,0,0
"November 22","November 28",2015,NT,61,4,0,3,1,0
"November 22","November 28",2015,NU,62,0,0,0,0,0
"November 22","November 28",2015,Canada,1,41,4,22,15,7
"November 15","November 21",2015,BC,59,22,0,18,4,0
"November 15","November 21",2015,AB,48,3,0,1,2,0
"November 15","November 21",2015,SK,47,1,1,0,0,0
"November 15","November 21",2015,MB,46,0,0,0,0,0
"November 15","November 21",2015,ON,35,13,1,10,2,0
"November 15","November 21",2015,QC,24,3,0,0,3,2
"November 15","November 21",2015,NB,13,0,0,0,0,0
"November 15","November 21",2015,NS,12,0,0,0,0,0
"November 15","November 21",2015,PE,11,0,0,0,0,0
"November 15","November 21",2015,NL,10,0,0,0,0,0
"November 15","November 21",2015,YT,60,1,0,1,0,0
"November 15","November 21",2015,NT,61,4,0,4,0,0
"November 15","November 21",2015,NU,62,0,0,0,0,0
"November 15","November 21",2015,Canada,1,47,2,34,11,2
"November 08","November 14",2015,BC,59,9,0,0,9,0
"November 08","November 14",2015,AB,48,5,0,2,3,2
"November 08","November 14",2015,SK,47,1,1,0,0,0
"November 08","November 14",2015,MB,46,0,0,0,0,0
"November 08","November 14",2015,ON,35,13,1,9,3,3
"November 08","November 14",2015,QC,24,6,0,0,6,2
"November 08","November 14",2015,NB,13,2,2,0,0,0
"November 08","November 14",2015,NS,12,0,0,0,0,0
"November 08","November 14",2015,PE,11,2,2,0,0,0
"November 08","November 14",2015,NL,10,0,0,0,0,0
"November 08","November 14",2015,YT,60,0,0,0,0,0
"November 08","November 14",2015,NT,61,0,0,0,0,0
"November 08","November 14",2015,NU,62,0,0,0,0,0
"November 08","November 14",2015,Canada,1,38,6,11,21,7
"November 01","November 07",2015,BC,59,20,2,17,1,1
"November 01","November 07",2015,AB,48,3,0,1,2,2
"November 01","November 07",2015,SK,47,0,0,0,0,0
"November 01","November 07",2015,MB,46,0,0,0,0,0
"November 01","November 07",2015,ON,35,7,3,4,0,0
"November 01","November 07",2015,QC,24,4,0,0,4,1
"November 01","November 07",2015,NB,13,0,0,0,0,0
"November 01","November 07",2015,NS,12,2,0,0,2,0
"November 01","November 07",2015,PE,11,0,0,0,0,0
"November 01","November 07",2015,NL,10,0,0,0,0,0
"November 01","November 07",2015,YT,60,0,0,0,0,0
"November 01","November 07",2015,NT,61,0,0,0,0,0
"November 01","November 07",2015,NU,62,0,0,0,0,0
"November 01","November 07",2015,Canada,1,36,5,22,9,4
"October 25","October 31",2015,BC,59,10,0,0,10,2
"October 25","October 31",2015,AB,48,3,0,1,2,1
"October 25","October 31",2015,SK,47,0,0,0,0,0
"October 25","October 31",2015,MB,46,0,0,0,0,0
"October 25","October 31",2015,ON,35,7,0,2,5,3
"October 25","October 31",2015,QC,24,1,0,0,1,0
"October 25","October 31",2015,NB,13,0,0,0,0,0
"October 25","October 31",2015,NS,12,1,0,0,1,0
"October 25","October 31",2015,PE,11,0,0,0,0,0
"October 25","October 31",2015,NL,10,0,0,0,0,0
"October 25","October 31",2015,YT,60,0,0,0,0,0
"October 25","October 31",2015,NT,61,0,0,0,0,0
"October 25","October 31",2015,NU,62,0,0,0,0,0
"October 25","October 31",2015,Canada,1,22,0,3,19,6
"October 18","October 24",2015,BC,59,9,0,8,1,1
"October 18","October 24",2015,AB,48,3,0,1,2,0
"October 18","October 24",2015,SK,47,0,0,0,0,0
"October 18","October 24",2015,MB,46,0,0,0,0,0
"October 18","October 24",2015,ON,35,7,0,3,4,1
"October 18","October 24",2015,QC,24,2,0,0,2,0
"October 18","October 24",2015,NB,13,0,0,0,0,0
"October 18","October 24",2015,NS,12,0,0,0,0,0
"October 18","October 24",2015,PE,11,0,0,0,0,0
"October 18","October 24",2015,NL,10,0,0,0,0,1
"October 18","October 24",2015,YT,60,0,0,0,0,0
"October 18","October 24",2015,NT,61,0,0,0,0,0
"October 18","October 24",2015,NU,62,0,0,0,0,0
"October 18","October 24",2015,Canada,1,21,0,12,9,3
